Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
165000.0,Coimbra,Coimbra,Brasfemes,Apartment,NC,2nd Floor,False,1.0,True,2023.0,729.0,97.0,,,,,2.0,,,,90.0,,,2.0
72000.0,Coimbra,Montemor-o-Velho,Tentúgal,House,NC,,False,0.0,False,1982.0,762.0,112.0,,,,,3.0,,,,11250.0,,,1.0
25000.0,Coimbra,Montemor-o-Velho,Arazede,Land,NC,,False,0.0,False,,1990.0,,,,,,,,,,,,,0.0
367500.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,4th Floor,True,1.0,True,2023.0,160.0,,,,,,4.0,,,,160.0,,,3.0
199000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,5th Floor,True,1.0,True,2023.0,105.0,,,,,,2.0,,,,105.0,,,2.0
312900.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,5th Floor,True,1.0,True,2023.0,160.0,,,,,,4.0,,,,160.0,,,3.0
188700.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,5th Floor,True,1.0,True,2023.0,114.0,,,,,,2.0,,,,114.0,,,2.0
440000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,7th Floor,True,1.0,True,2023.0,150.0,,,,,,4.0,,,,150.0,,,3.0
70000.0,Coimbra,Figueira da Foz,Bom Sucesso,Land,NC,,False,0.0,False,,4320.0,4320.0,,,,,,,,,4320.0,,,0.0
30000.0,Coimbra,Figueira da Foz,Marinha das Ondas,Land,NC,,False,0.0,False,,20530.0,,,,,,,,,,20530.0,,,0.0
24900.0,Coimbra,Penela,"São Miguel, Santa Eufémia e Rabaçal",House,NC,,False,1.0,True,1958.0,273.0,148.0,,,,,3.0,,,,148.0,,,1.0
19000.0,Coimbra,Montemor-o-Velho,Arazede,House,NC,,False,1.0,True,1948.0,756.0,256.0,,,,,0.0,,,,256.0,,,0.0
62500.0,Coimbra,Montemor-o-Velho,Pereira,Land,NC,,False,0.0,False,2017.0,557.0,988.0,,,,,,,,,570.0,,,0.0
325500.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,7th Floor,True,1.0,True,2023.0,136.0,,,,,,4.0,,,,136.0,,,3.0
49900.0,Coimbra,Condeixa-a-Nova,Ega,Land,NC,,False,0.0,False,,30092.0,,,,,,,,,,30092.0,,,0.0
610000.0,Coimbra,Coimbra,São João do Campo,Land,NC,,False,3.0,True,,151060.0,,,,,,,,,,,,,0.0
23000.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,590.0,,,,,,,,,,,,,0.0
23000.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,405.0,,,,,,,,,,,,,0.0
342720.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,6th Floor,True,1.0,True,2023.0,157.0,,,,,,3.0,,,,157.0,,,2.0
195000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Apartment,NC,6th Floor,True,1.0,True,2023.0,114.0,,,,,,2.0,,,,114.0,,,2.0
140000.0,Coimbra,Coimbra,São Martinho de Árvore e Lamarosa,Other - Residential,NC,,False,0.0,False,,4195.0,2799.0,,,,,,,,,1887.0,,,0.0
29900.0,Coimbra,Miranda do Corvo,Semide e Rio Vide,House,NC,,False,0.0,False,1970.0,110.0,,,,,,2.0,,,,100.0,,,1.0
12000.0,Coimbra,Montemor-o-Velho,Santo Varão,Land,NC,,False,0.0,False,,630.0,,,,,,,,,,,,,0.0
250000.0,Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,House,NC,,False,2.0,True,2022.0,331.0,,,,,,4.0,,,,199.0,,,3.0
20000.0,Coimbra,Góis,Alvares,House,NC,,False,2.0,True,2012.0,1265.0,,,,,,0.0,,,,51.0,,,0.0
165000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,House,E,,False,0.0,False,1970.0,51.0,185.0,,,,,4.0,,,,154.0,,,3.0
35000.0,Coimbra,Cantanhede,Murtede,Land,NC,,False,0.0,False,,1070.0,,,,,,,,,,,,,0.0
223250.0,Coimbra,Soure,Granja do Ulmeiro,Land,NC,,False,0.0,False,,1470.0,,,,,,,,,,,,,0.0
285000.0,Coimbra,Tábua,Covas e Vila Nova de Oliveirinha,House,F,,False,2.0,True,1994.0,920.0,,,,,,5.0,,,,392.0,,,3.0
85000.0,Coimbra,Coimbra,Santo António dos Olivais,Land,NC,,False,2.0,True,2022.0,433.0,433.0,,,,,0.0,,,,433.0,,,0.0
390000.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,824.0,,,,,,,,,,,,,0.0
800000.0,Coimbra,Montemor-o-Velho,Tentúgal,Land,NC,,False,0.0,False,,48320.0,,,,,,,,,,,,,0.0
59000.0,Coimbra,Figueira da Foz,Alqueidão,Land,NC,,False,0.0,False,,1200.0,,,,,,,,,,,,,0.0
280000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Duplex,B,1st Floor,False,0.0,False,2021.0,149.0,,,,,,2.0,,,,140.0,,,3.0
25000.0,Coimbra,Tábua,Tábua,Store,C,Basement Level,False,0.0,False,2001.0,148.0,,,,,,,,,,142.0,,,1.0
45000.0,Coimbra,Tábua,Tábua,Store,C,Ground Floor,False,1.0,True,2001.0,138.0,,,,,,,,,,126.0,,,1.0
30000.0,Coimbra,Oliveira do Hospital,Travanca de Lagos,Land,NC,,False,0.0,False,,2670.0,,,,,,,,,,,,,0.0
119000.0,Coimbra,Montemor-o-Velho,Arazede,Building,NC,,False,2.0,True,,1861.0,,,,,,,,,,333.0,,,0.0
27500.0,Coimbra,Miranda do Corvo,Miranda do Corvo,House,NC,,False,0.0,False,1950.0,150.0,,,,,,0.0,,,,130.0,,,0.0
298000.0,Coimbra,Lousã,Lousã e Vilarinho,House,D,,False,3.0,True,1996.0,899.0,389.0,,,,,4.0,,,,229.0,,,5.0
2000.0,Coimbra,Soure,Soure,Land,NC,,False,0.0,False,,522.0,,,,,,,,,,,,,0.0
27500.0,Coimbra,Soure,Gesteira e Brunhós,House,NC,,False,0.0,False,1937.0,188.0,,,,,,1.0,,,,100.0,,,0.0
95000.0,Coimbra,Montemor-o-Velho,Meãs do Campo,Land,NC,,False,0.0,False,,2141.0,2141.0,,,,,,,,,2141.0,,,0.0
142500.0,Santarém,Tomar,Tomar (São João Baptista) e Santa Maria dos Olivais,Land,NC,,False,0.0,False,,1125.0,,,,,,,,,,1125.0,,,0.0
42500.0,Coimbra,Soure,Gesteira e Brunhós,House,NC,,False,1.0,True,1938.0,80.0,,,,,,2.0,,,,64.0,,,1.0
55000.0,Coimbra,Condeixa-a-Nova,Ega,Land,NC,,False,0.0,False,,2200.0,,,,,,,,,,,,,0.0
175000.0,Coimbra,Figueira da Foz,Tavarede,House,F,,False,0.0,False,1950.0,7934.0,222.0,,,,,2.0,,,,125.0,,,1.0
39000.0,Coimbra,Figueira da Foz,Tavarede,Other - Residential,NC,Basement Level,False,0.0,False,2011.0,2406.0,120.0,,,,,,,,,120.0,,,0.0
3500.0,Coimbra,Soure,Soure,Land,NC,,False,0.0,False,,780.0,,,,,,,,,,780.0,,,0.0
399900.0,Coimbra,Figueira da Foz,Buarcos e São Julião,House,NC,,False,1.0,True,2021.0,133.0,270.0,,,,,4.0,,,,240.0,,,4.0
52500.0,Coimbra,Arganil,São Martinho da Cortiça,Land,NC,,False,0.0,False,,2990.0,,,,,,,,,,,,,0.0
65000.0,Coimbra,Coimbra,Antuzede e Vil de Matos,Land,NC,,False,0.0,False,,1280.0,,,,,,,,,,,,,0.0
150000.0,Coimbra,Coimbra,Souselas e Botão,Industrial,NC,,False,0.0,False,,2100.0,,,,,,,,,,,,,0.0
50000.0,Coimbra,Cantanhede,Cantanhede e Pocariça,Land,NC,,False,0.0,False,,456.0,,,,,,,,,,,,,0.0
150000.0,Coimbra,Coimbra,Santo António dos Olivais,Land,NC,,False,0.0,False,,1469.0,,,,,,,,,,280.0,,,0.0
25000.0,Coimbra,Oliveira do Hospital,Avô,Farm,NC,,False,0.0,False,,20000.0,,,,,,,,,,,,,0.0
120000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Store,NC,Ground Floor,False,0.0,False,2021.0,51.0,,,,,,0.0,,,,50.0,,,0.0
110000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Store,B-,Ground Floor,False,0.0,False,2021.0,47.0,,,,,,0.0,,,,45.0,,,1.0
15000.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,,2700.0,,,,,,,,,,,,,0.0
75000.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,1969.0,9900.0,,,,,,,,,,,,,0.0
30000.0,Coimbra,Góis,Cadafaz e Colmeal,Farm,NC,,False,0.0,False,,6893.0,,,,,,,,,,6893.0,,,0.0
15000.0,Coimbra,Vila Nova de Poiares,Poiares (Santo André),Other - Residential,NC,Ground Floor,False,0.0,False,1970.0,88.0,88.0,,,,,,,,,88.0,,,0.0
75000.0,Coimbra,Figueira da Foz,Vila Verde,Store,B,Ground Floor,False,0.0,False,1989.0,173.0,173.0,,,,,,,,,123.0,,,1.0
1260000.0,Coimbra,Cantanhede,Cantanhede e Pocariça,Farm,E,,False,3.0,True,2017.0,33065.0,1099.0,,,,,5.0,,,,366.0,,,6.0
55000.0,Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,House,F,,False,0.0,False,1937.0,95.0,,,,,,4.0,,,,95.0,,,0.0
268000.0,Coimbra,Vila Nova de Poiares,Poiares (Santo André),Warehouse,NC,,False,0.0,False,,1507.0,,,,,,,,,,,,,0.0
59000.0,Coimbra,Montemor-o-Velho,Carapinheira,Land,NC,,False,0.0,False,,2270.0,,,,,,,,,,,,,0.0
25000.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,1969.0,700.0,,,,,,,,,,,,,0.0
50000.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,1969.0,2400.0,,,,,,,,,,,,,0.0
15000.0,Coimbra,Oliveira do Hospital,São Gião,House,NC,,False,0.0,False,1994.0,77.0,142.0,,,,,0.0,,,,77.0,,,0.0
342500.0,Leiria,Leiria,Coimbrão,House,NC,,False,3.0,True,2021.0,1772.0,282.0,,,,,3.0,,,,156.0,,,2.0
30000.0,Coimbra,Montemor-o-Velho,Arazede,Land,NC,,False,0.0,False,,3076.0,,,,,,,,,,,,,0.0
40000.0,Coimbra,Montemor-o-Velho,Montemor-o-Velho e Gatões,House,NC,,False,0.0,False,1950.0,999.0,,,,,,3.0,,,,42.0,,,0.0
36500.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,,2964.0,,,,,,,,,,,,,0.0
125000.0,Coimbra,Coimbra,Cernache,Industrial,NC,,False,0.0,False,,11682.0,11682.0,,,,,,,,,,,,0.0
24000.0,Coimbra,Cantanhede,Cantanhede e Pocariça,Transfer of lease,NC,Ground Floor,False,1.0,True,,184.0,184.0,,,,,,,,,172.0,,,1.0
28500.0,Coimbra,Oliveira do Hospital,Avô,Land,NC,,False,0.0,False,,1035.0,,,,,,,,,,,,,0.0
40000.0,Coimbra,Montemor-o-Velho,Tentúgal,Land,NC,,False,0.0,False,,2200.0,,,,,,,,,,,,,0.0
40000.0,Coimbra,Oliveira do Hospital,Travanca de Lagos,Land,NC,,False,0.0,False,1991.0,1078.0,,,,,,,,,,,,,0.0
75000.0,Coimbra,Penela,"São Miguel, Santa Eufémia e Rabaçal",House,F,,False,3.0,True,1937.0,4439.0,210.0,,,,,3.0,,,,120.0,,,1.0
850000.0,Coimbra,Vila Nova de Poiares,Poiares (Santo André),House,D,,False,3.0,True,1954.0,58500.0,,,,,,7.0,,,,310.0,,,5.0
105000.0,Leiria,Leiria,Coimbrão,Land,NC,,False,0.0,False,,2740.0,,,,,,0.0,,,,,,,0.0
427000.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,1159.0,,,,,,,,,,,,,0.0
213000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,B-,1st Floor,False,0.0,False,2021.0,115.0,,,,,,2.0,,,,110.0,,,2.0
550000.0,Coimbra,Coimbra,Souselas e Botão,Industrial,NC,,False,0.0,False,,7580.0,,,,,,,,,,,,,0.0
330000.0,Coimbra,Lousã,Foz de Arouce e Casal de Ermio,House,F,2nd Floor,False,2.0,True,2003.0,930.0,391.0,,,,,4.0,,,,391.0,,,4.0
38000.0,Coimbra,Cantanhede,Covões e Camarneira,Land,NC,,False,0.0,False,,1680.0,,,,,,,,,,,,,0.0
220000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,B,2nd Floor,False,0.0,False,2021.0,115.0,,,,,,2.0,,,,110.0,,,2.0
15000.0,Coimbra,Coimbra,Almalaguês,Land,NC,,False,0.0,False,,2000.0,,,,,,,,,,,,,0.0
85000.0,Coimbra,Coimbra,Santo António dos Olivais,Land,NC,,False,0.0,False,1969.0,450.0,,,,,,,,,,,,,0.0
87500.0,Coimbra,Cantanhede,Cantanhede e Pocariça,Land,NC,,False,0.0,False,,2800.0,,,,,,,,,,,,,0.0
240000.0,Coimbra,Coimbra,São Martinho do Bispo e Ribeira de Frades,Land,NC,,False,0.0,False,,1003.0,,,,,,,,,,,,,0.0
89000.0,Coimbra,Soure,Vinha da Rainha,House,E,,False,3.0,True,1919.0,4356.0,194.0,,,,,2.0,,,,114.0,,,1.0
77600.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,489.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,262.0,,,,,,,,,,210.0,,,0.0
437000.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,900.0,,,,,,,,,,,,,0.0
35000.0,Coimbra,Tábua,Ázere e Covelo,Land,NC,,False,2.0,True,,4910.0,,,,,,,,,,,,,0.0
20000.0,Coimbra,Arganil,Pomares,Land,NC,,False,0.0,False,1951.0,452.0,,,,,,,,,,,,,0.0
37000.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,176.0,,,,,,,,,,,,,0.0
34900.0,Coimbra,Cantanhede,Cadima,House,NC,,False,3.0,True,1970.0,530.0,,,,,,0.0,,,,130.0,,,0.0
600000.0,Coimbra,Lousã,Lousã e Vilarinho,House,F,Ground Floor,False,3.0,True,1937.0,1914.0,,,,,,5.0,,,,250.0,,,2.0
57000.0,Coimbra,Coimbra,Antuzede e Vil de Matos,Land,NC,,False,0.0,False,,1728.0,,,,,,,,,,,,,0.0
1200000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Hotel,NC,,False,3.0,True,1946.0,1267.0,,,,,,21.0,,,,,,,
67500.0,Coimbra,Coimbra,Assafarge e Antanhol,Land,NC,,False,0.0,False,,1196.0,,,,,,,,,,,,,0.0
30000.0,Coimbra,Montemor-o-Velho,Tentúgal,Land,NC,,False,1.0,True,,1274.0,,,,,,,,,,,,,0.0
59000.0,Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,House,NC,,False,0.0,False,1937.0,140.0,248.0,,,,,2.0,,,,124.0,,,1.0
15000.0,Coimbra,Figueira da Foz,Alhadas,Land,NC,,False,0.0,False,,129.0,129.0,,,,,,,,,90.0,,,0.0
220000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,A,1st Floor,False,0.0,False,2021.0,115.0,,,,,,2.0,,,,110.0,,,2.0
12500.0,Coimbra,Góis,Cadafaz e Colmeal,Farm,NC,,False,0.0,False,,3552.0,,,,,,,,,,3552.0,,,0.0
25000.0,Coimbra,Soure,Vinha da Rainha,Land,NC,,False,0.0,False,,1524.0,,,,,,,,,,,,,0.0
400000.0,Coimbra,Figueira da Foz,Buarcos e São Julião,Land,NC,,False,0.0,False,,1538.0,1538.0,,,,,0.0,,,,1538.0,,,0.0
80000.0,Coimbra,Cantanhede,Febres,House,NC,,False,0.0,False,1951.0,1441.0,,,,,,5.0,,,,93.0,,,1.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,316.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,266.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,252.0,,,,,,,,,,210.0,,,0.0
125000.0,Coimbra,Figueira da Foz,São Pedro,Apartment,C,2nd Floor,False,1.0,True,1995.0,297.0,113.0,,,,,3.0,,,,99.0,,,2.0
3750.0,Coimbra,Soure,Soure,Land,NC,,False,0.0,False,,1560.0,,,,,,,,,,,,,0.0
37000.0,Coimbra,Tábua,Tábua,Land,NC,,False,0.0,False,,3450.0,,,,,,0.0,,,,200.0,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
30000.0,Coimbra,Tábua,Tábua,Land,NC,,False,0.0,False,,724.0,,,,,,,,,,,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
17500.0,Coimbra,Montemor-o-Velho,Seixo de Gatões,Land,NC,,False,0.0,False,,1178.0,,,,,,,,,,,,,0.0
530000.0,Coimbra,Coimbra,Santo António dos Olivais,House,F,,False,0.0,False,1947.0,1665.0,,,,,,4.0,,,,354.0,,,0.0
110000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Store,C,Ground Floor,False,0.0,False,1991.0,78.0,,,,,,,,,,78.0,,,1.0
39000.0,Coimbra,Figueira da Foz,Vila Verde,Land,NC,,False,0.0,False,,1240.0,,,,,,,,,,134.0,,,0.0
450000.0,Coimbra,Mira,Carapelhos,House,D,,False,2.0,True,2000.0,3499.0,,,,,,3.0,,,,140.0,,,2.0
300000.0,Coimbra,Coimbra,São Martinho do Bispo e Ribeira de Frades,Apartment,A,Ground Floor,True,2.0,True,2021.0,271.0,159.0,,,,,2.0,,,,114.0,,,2.0
110000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Store,C,,False,0.0,False,,78.0,,,,,,,,,,78.0,,,1.0
75000.0,Coimbra,Soure,Soure,House,NC,,False,0.0,False,1937.0,62.0,142.0,,,,,2.0,,,,80.0,,,0.0
30000.0,Coimbra,Tábua,Tábua,Land,NC,,False,0.0,False,,705.0,,,,,,,,,,,,,0.0
125000.0,Coimbra,Figueira da Foz,Quiaios,Land,NC,,False,0.0,False,,1280.0,,,,,,,,,,,,,0.0
150000.0,Coimbra,Soure,Granja do Ulmeiro,Other - Residential,C,,True,0.0,False,1963.0,75.0,225.0,,,,,0.0,,,,225.0,,,4.0
149000.0,Coimbra,Coimbra,Santo António dos Olivais,Land,NC,,False,0.0,False,,4107.0,4107.0,,,,,,,,,4107.0,,,0.0
28000.0,Coimbra,Montemor-o-Velho,Arazede,Land,NC,,False,0.0,False,,4000.0,,,,,,,,,,,,,0.0
59000.0,Coimbra,Montemor-o-Velho,Seixo de Gatões,Land,NC,,False,0.0,False,,8160.0,,,,,,,,,,,,,0.0
480000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Apartment,E,4th Floor,False,1.0,True,1971.0,302.0,,,,,,8.0,,,,302.0,,,6.0
67500.0,Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,Land,NC,,False,0.0,False,,2760.0,,,,,,,,,,,,,0.0
95000.0,Coimbra,Coimbra,Eiras e São Paulo de Frades,Land,NC,,False,0.0,False,,1350.0,,,,,,,,,,,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,271.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,230.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,291.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,258.0,,,,,,,,,,210.0,,,0.0
74750.0,Coimbra,Figueira da Foz,Tavarede,Land,NC,,False,0.0,False,,608.0,,,,,,,,,,210.0,,,0.0
115000.0,Coimbra,Cantanhede,Sepins e Bolho,House,NC,,False,2.0,True,1984.0,180.0,208.0,,,,,4.0,,,,208.0,,,1.0
28000.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,206.0,,,,,,,,,,,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
25500.0,Coimbra,Coimbra,"Taveiro, Ameal e Arzila",Land,A+,,False,0.0,False,,180.0,,,,,,,,,,,,,0.0
75000.0,Coimbra,Miranda do Corvo,Miranda do Corvo,House,NC,,False,0.0,False,1979.0,135.0,,,,,,5.0,,,,270.0,,,6.0
